flightGUID,Name,Flight Date,Flight Time (local),Landing DateTime (local),Flight DateTime (UTC),Flight Time (UTC),Landing DateTime (UTC),Drone Name,Travelled Distance ( m),Duration,Duration (seconds),Project Reference
7810148C-C627-9CC7-6716-A5742D966B96,Flight 2024-05-04 10:08:12 KLF2008L01,5/4/2024 10:08,10:08:12,5/4/2024 10:22,5/4/2024 04:38,04:38:12,5/4/2024 04:52,Fighter F,15565,00:14:13,853,Kandhamal Live Flights
F9BB2CB7-3B8F-9CDF-18B6-6F1A7A7D5686,Flight 2024-05-04 09:11:59 KLF2005L01,5/4/2024 09:11,09:11:59,5/4/2024 09:42,5/4/2024 03:41,03:41:59,5/4/2024 04:12,Fighter F,35679,00:30:12,1812,Kandhamal Live Flights
ACE34DCD-9CA7-EF78-AEF7-57905D96E2A2,Flight 2024-05-04 09:10:34 KLF2006L01,5/4/2024 09:10,09:10:34,5/4/2024 09:49,5/4/2024 03:40,03:40:34,5/4/2024 04:19,Fighter B,47246,00:39:02,2342,Kandhamal Live Flights
C2D8432F-18AA-F084-071E-611B32F773E2,Flight 2024-05-04 08:13:22 KLF2004L01,5/4/2024 08:13,08:13:22,5/4/2024 08:51,5/4/2024 02:43,02:43:22,5/4/2024 03:21,Fighter F,47240,00:38:21,2301,Kandhamal Live Flights
4E3B4F88-CBC8-BC37-FB30-2367ADF10B31,Flight 2024-05-03 18:18:34 KTF2003L01,5/3/2024 18:18,18:18:34,5/3/2024 19:06,5/3/2024 12:48,12:48:34,5/3/2024 13:36,Aeroswift AS04,70261,00:47:59,2879,Kandhamal Test Flights
C26D3E17-D442-A9D9-16DE-1D04FDDCBCC7,Flight 2024-05-03 18:16:03,5/3/2024 18:16,18:16:03,5/3/2024 18:16,5/3/2024 12:46,12:46:03,5/3/2024 12:46,Fighter D,19,00:00:47,47,Fighter D
73489801-AFD1-D43B-5BBA-3881598CAF6F,Flight 2024-05-03 18:11:43,5/3/2024 18:11,18:11:43,5/3/2024 18:13,5/3/2024 12:41,12:41:43,5/3/2024 12:43,Fighter D,8,00:01:31,91,Fighter D
4CC8EB92-A07B-F3EB-060C-C5D91216C5CD,Flight 2024-05-03 18:08:12,5/3/2024 18:08,18:08:12,5/3/2024 18:09,5/3/2024 12:38,12:38:12,5/3/2024 12:39,Fighter D,8,00:01:08,68,Fighter D
AFD01C36-E51C-0AFB-A776-202BD7CE408E,Flight 2024-05-03 18:05:48,5/3/2024 18:05,18:05:48,5/3/2024 18:06,5/3/2024 12:35,12:35:48,5/3/2024 12:36,Fighter D,7,00:00:42,42,Fighter D
DCB2913E-2F78-0335-B2DF-84A0D4FA390B,Flight 2024-05-03 17:48:44,5/3/2024 17:48,17:48:44,5/3/2024 17:52,5/3/2024 12:18,12:18:44,5/3/2024 12:22,Fighter D,3233,00:04:09,249,Fighter D
65CA5E72-9882-47FB-DF81-E2DED1CF47CE,Flight 2024-05-03 17:42:02,5/3/2024 17:42,17:42:02,5/3/2024 17:46,5/3/2024 12:12,12:12:02,5/3/2024 12:16,Fighter D,3244,00:04:08,248,Fighter D
414772F7-A208-9012-1CDC-6B0F59ECDAD9,Flight 2024-05-03 17:33:56,5/3/2024 17:33,17:33:56,5/3/2024 17:38,5/3/2024 12:03,12:03:56,5/3/2024 12:08,Fighter D,3232,00:04:07,247,Fighter D
8E987EBF-3AB7-A971-BF4D-511531C1DF89,Flight 2024-05-03 17:25:49,5/3/2024 17:25,17:25:49,5/3/2024 17:29,5/3/2024 11:55,11:55:49,5/3/2024 11:59,Fighter D,3239,00:04:01,241,Fighter D
AF5233FC-9D5E-50B5-C3F1-F0FC441C2537,Flight 2024-05-03 17:13:09,5/3/2024 17:13,17:13:09,5/3/2024 17:17,5/3/2024 11:43,11:43:09,5/3/2024 11:47,Fighter D,3222,00:04:08,248,Fighter D
10644536-D2F3-F417-DCC5-980B8463608D,Flight 2024-05-03 17:11:54 KLF1999L02,5/3/2024 17:11,17:11:54,5/3/2024 17:50,5/3/2024 11:41,11:41:54,5/3/2024 12:20,Fighter F,47179,00:38:32,2312,Kandhamal Live Flights
B06C6E87-7904-A8ED-56E0-ACF7E94C90DB,Flight 2024-05-03 16:51:41,5/3/2024 16:51,16:51:41,5/3/2024 16:55,5/3/2024 11:21,11:21:41,5/3/2024 11:25,Fighter D,3227,00:04:06,246,Fighter D
A9BE6AB1-9D52-0FF2-3EBA-38C642B244E3,Flight 2024-05-03 16:40:01,5/3/2024 16:40,16:40:01,5/3/2024 16:44,5/3/2024 11:10,11:10:01,5/3/2024 11:14,Fighter D,3233,00:04:06,246,Fighter D
DA4301EF-D0B7-9621-20DC-0057E7DAA429,Flight 2024-05-03 16:25:05,5/3/2024 16:25,16:25:05,5/3/2024 16:26,5/3/2024 10:55,10:55:05,5/3/2024 10:56,Fighter D,15,00:00:56,56,Fighter D
84D25117-72A4-B160-790F-5721EFB9E4F1,Flight 2024-05-03 16:21:44,5/3/2024 16:21,16:21:44,5/3/2024 16:22,5/3/2024 10:51,10:51:44,5/3/2024 10:52,Fighter D,8,00:00:54,54,Fighter D
FF18C827-8266-86AF-13C8-725E417341BC,Flight 2024-05-03 16:15:23 KLF2000L02,5/3/2024 16:15,16:15:23,5/3/2024 16:45,5/3/2024 10:45,10:45:23,5/3/2024 11:15,Fighter F,39386,00:29:51,1791,Kandhamal Live Flights
DEA50C65-A289-401C-8F63-73169B6E0787,Flight 2024-05-03 16:15:02,5/3/2024 16:15,16:15:02,5/3/2024 16:15,5/3/2024 10:45,10:45:02,5/3/2024 10:45,Fighter D,8,00:00:54,54,Fighter D
E0D4A376-AB18-7FB6-FFE9-0280D68F2666,Flight 2024-05-03 16:10:34,5/3/2024 16:10,16:10:34,5/3/2024 16:11,5/3/2024 10:40,10:40:34,5/3/2024 10:41,Fighter D,9,00:00:55,55,Fighter D
37F06B30-2A03-312F-63EE-91BC885018D6,Flight 2024-05-03 16:07:00,5/3/2024 16:07,16:07:00,5/3/2024 16:07,5/3/2024 10:37,10:37:00,5/3/2024 10:37,Fighter D,7,00:00:53,53,Fighter D
E38E7395-5BDD-9DE8-45ED-9D82E859E07A,Flight 2024-05-03 16:02:55,5/3/2024 16:02,16:02:55,5/3/2024 16:03,5/3/2024 10:32,10:32:55,5/3/2024 10:33,Fighter D,7,00:00:55,55,Fighter D
9337C744-4E58-3AFC-ACFE-384B45BCD1F5,Flight 2024-05-03 15:43:54,5/3/2024 15:43,15:43:54,5/3/2024 15:44,5/3/2024 10:13,10:13:54,5/3/2024 10:14,Fighter D,11,00:00:53,53,Fighter D
E5010030-64E4-C9FF-FDDC-7F3F4300481F,Flight 2024-05-03 15:14:47 KLF2002L02,5/3/2024 15:14,15:14:47,5/3/2024 15:39,5/3/2024 09:44,09:44:47,5/3/2024 10:09,Fighter F,22974,00:24:23,1463,Kandhamal Live Flights
E86D4215-72C0-1F2D-D81C-2348FADD9599,Flight 2024-05-03 14:42:44 KLF2002L01,5/3/2024 14:42,14:42:44,5/3/2024 14:58,5/3/2024 09:12,09:12:44,5/3/2024 09:28,Fighter F,22757,00:15:54,954,Kandhamal Live Flights
837B8EBE-46F4-0610-EFB5-29298524AEEC,Flight 2024-05-03 13:26:08,5/3/2024 13:26,13:26:08,5/3/2024 13:29,5/3/2024 07:56,07:56:08,5/3/2024 07:59,Fighter D,3331,00:03:41,221,Fighter D
7D5E0034-E9AE-146D-C266-4CB4F0FBC72A,Flight 2024-05-03 13:18:02,5/3/2024 13:18,13:18:02,5/3/2024 13:19,5/3/2024 07:48,07:48:02,5/3/2024 07:49,Fighter D,18,00:00:59,59,Fighter D
55E4F22A-E657-AFEF-49E5-BE2FA6C69F90,Flight 2024-05-03 13:10:52,5/3/2024 13:10,13:10:52,5/3/2024 13:11,5/3/2024 07:40,07:40:52,5/3/2024 07:41,Fighter D,11,00:00:58,58,Fighter D
1C7A30FA-7648-8E5E-25A7-596F18DCC656,Flight 2024-05-03 13:08:25 KLF2001L02,5/3/2024 13:08,13:08:25,5/3/2024 13:23,5/3/2024 07:38,07:38:25,5/3/2024 07:53,Fighter F,15632,00:15:24,924,Kandhamal Live Flights
34E0690A-AA78-D06E-3026-3D02976DE145,Flight 2024-05-03 13:08:12,5/3/2024 13:08,13:08:12,5/3/2024 13:09,5/3/2024 07:38,07:38:12,5/3/2024 07:39,Fighter D,18,00:00:55,55,Fighter D
20B84B20-2992-10E9-F048-2E7DC542178D,Flight 2024-05-03 12:48:37,5/3/2024 12:48,12:48:37,5/3/2024 12:49,5/3/2024 07:18,07:18:37,5/3/2024 07:19,Fighter D,10,00:00:56,56,Fighter D
F4BBA445-B147-C87A-FF72-70CEF61C646C,Flight 2024-05-03 12:43:13 KLF2001L01,5/3/2024 12:43,12:43:13,5/3/2024 12:58,5/3/2024 07:13,07:13:13,5/3/2024 07:28,Fighter F,17864,00:15:01,901,Kandhamal Live Flights
2EE42C77-2519-9285-A042-4141412E9615,Flight 2024-05-03 12:35:38,5/3/2024 12:35,12:35:38,5/3/2024 12:36,5/3/2024 07:05,07:05:38,5/3/2024 07:06,Fighter D,28,00:00:51,51,Fighter D
A20E6E7E-89D1-BC10-4D1E-5F7A89203674,Flight 2024-05-03 12:28:48,5/3/2024 12:28,12:28:48,5/3/2024 12:29,5/3/2024 06:58,06:58:48,5/3/2024 06:59,Fighter D,15,00:01:00,60,Fighter D
F2010795-23B7-F505-A761-5B08BD369553,Flight 2024-05-03 12:25:22,5/3/2024 12:25,12:25:22,5/3/2024 12:26,5/3/2024 06:55,06:55:22,5/3/2024 06:56,Fighter D,12,00:00:56,56,Fighter D
73D4AF09-0D6B-F30B-7E00-AF6FA632EDC2,Flight 2024-05-03 12:10:05,5/3/2024 12:10,12:10:05,5/3/2024 12:11,5/3/2024 06:40,06:40:05,5/3/2024 06:41,Fighter D,15,00:00:55,55,Fighter D
3AFA8F76-140D-3A7F-D460-8C2618F1B1C2,Flight 2024-05-03 12:06:25,5/3/2024 12:06,12:06:25,5/3/2024 12:07,5/3/2024 06:36,06:36:25,5/3/2024 06:37,Fighter D,13,00:00:57,57,Fighter D
93579A20-4543-47A8-8BDC-15AB7A6A3E38,Flight 2024-05-03 12:02:14,5/3/2024 12:02,12:02:14,5/3/2024 12:03,5/3/2024 06:32,06:32:14,5/3/2024 06:33,Fighter D,26,00:01:18,78,Fighter D
A47AE1C2-9B97-692A-B608-91B0AD2A917F,Flight 2024-05-03 11:59:31,5/3/2024 11:59,11:59:31,5/3/2024 12:00,5/3/2024 06:29,06:29:31,5/3/2024 06:30,Fighter D,7,00:01:03,63,Fighter D
DF7CAC2E-878A-0FF6-A692-EDB5727A9A4C,Flight 2024-05-03 11:18:16 KLF2000L01,5/3/2024 11:18,11:18:16,5/3/2024 11:48,5/3/2024 05:48,05:48:16,5/3/2024 06:18,Fighter F,36497,00:30:24,1824,Kandhamal Live Flights
E60BC748-64F2-4888-4745-2BD5210ED9A7,Flight 2024-05-03 10:10:27 KLF1999L01,5/3/2024 10:10,10:10:27,5/3/2024 10:47,5/3/2024 04:40,04:40:27,5/3/2024 05:17,Fighter F,47246,00:37:10,2230,Kandhamal Live Flights
77C95D50-5D39-295A-EF31-13DAE23235B7,Flight 2024-05-03 07:32:22 KTF1997L01,5/3/2024 07:32,07:32:22,5/3/2024 08:20,5/3/2024 02:02,02:02:22,5/3/2024 02:50,Aeroswift AS04,70198,00:48:22,2902,Kandhamal Test Flights
4D6A35A5-B742-DC2F-BBC5-1AB1E4F09F8C,Flight 2024-05-02 18:50:07,5/2/2024 18:50,18:50:07,5/2/2024 18:50,5/2/2024 13:20,13:20:07,5/2/2024 13:20,Fighter D,8,00:00:43,43,Fighter D
1EB9C389-0392-0301-5CAF-50812BF7EA46,Flight 2024-05-02 18:47:23,5/2/2024 18:47,18:47:23,5/2/2024 18:48,5/2/2024 13:17,13:17:23,5/2/2024 13:18,Fighter D,8,00:00:40,40,Fighter D
83701E06-7CB6-C1C9-DD60-ABA808634601,Flight 2024-05-02 18:44:13,5/2/2024 18:44,18:44:13,5/2/2024 18:44,5/2/2024 13:14,13:14:13,5/2/2024 13:14,Fighter D,7,00:00:41,41,Fighter D
5B3266E4-705B-A36B-B0BB-09D0FE902E99,Flight 2024-05-02 18:40:50,5/2/2024 18:40,18:40:50,5/2/2024 18:41,5/2/2024 13:10,13:10:50,5/2/2024 13:11,Fighter D,6,00:00:40,40,Fighter D
CB43EB78-965F-EB9F-8AEF-67A1EAE9B347,Flight 2024-05-02 18:37:42,5/2/2024 18:37,18:37:42,5/2/2024 18:38,5/2/2024 13:07,13:07:42,5/2/2024 13:08,Fighter D,7,00:00:47,47,Fighter D
F772363D-DA9E-B4C3-6EA5-BB55264827C6,Flight 2024-05-02 18:35:27 KLF996L01,5/2/2024 18:35,18:35:27,5/2/2024 19:14,5/2/2024 13:05,13:05:27,5/2/2024 13:44,Fighter F,47184,00:39:09,2349,Kandhamal Live Flights
AF446D84-0F1E-2DE4-2C52-F025B72FE562,Flight 2024-05-02 17:49:06 KLF1995L01,5/2/2024 17:49,17:49:06,5/2/2024 18:17,5/2/2024 12:19,12:19:06,5/2/2024 12:47,Fighter F,39382,00:28:22,1702,Kandhamal Live Flights
DFC41119-0DFA-1F98-D279-556DF9BBE3BC,Flight 2024-05-02 17:12:33 KLF1994L02,5/2/2024 17:12,17:12:33,5/2/2024 17:27,5/2/2024 11:42,11:42:33,5/2/2024 11:57,Fighter F,15604,00:14:48,888,Kandhamal Live Flights
24C10730-947B-BBB2-1A9A-C7F96461E1BD,Flight 2024-05-02 16:48:27 KLF1994L01,5/2/2024 16:48,16:48:27,5/2/2024 17:02,5/2/2024 11:18,11:18:27,5/2/2024 11:32,Fighter F,17879,00:14:23,863,Kandhamal Live Flights
F9174A9B-1360-0FD6-EC94-302E5BB45A5E,Flight 2024-05-02 16:48:16,5/2/2024 16:48,16:48:16,5/2/2024 16:48,5/2/2024 11:18,11:18:16,5/2/2024 11:18,Fighter D,5,00:00:35,35,Fighter D
168321D0-2B2A-CE15-17C5-9AB8F32A521A,Flight 2024-05-02 16:46:40,5/2/2024 16:46,16:46:40,5/2/2024 16:47,5/2/2024 11:16,11:16:40,5/2/2024 11:17,Fighter D,4,00:00:35,35,Fighter D
143D1069-E497-9957-9F50-9060E624C219,Flight 2024-05-02 16:42:23,5/2/2024 16:42,16:42:23,5/2/2024 16:44,5/2/2024 11:12,11:12:23,5/2/2024 11:14,Fighter D,31,00:01:40,100,Fighter D
7ABBB233-8C6F-CBB1-118D-40F348ECE497,Flight 2024-05-02 16:39:30,5/2/2024 16:39,16:39:30,5/2/2024 16:40,5/2/2024 11:09,11:09:30,5/2/2024 11:10,Fighter D,12,00:01:09,69,Fighter D
759F9514-ADDF-B9AF-A1B2-1368CDEC88FC,Flight 2024-05-02 16:18:21 KLF1993L02,5/2/2024 16:18,16:18:21,5/2/2024 16:30,5/2/2024 10:48,10:48:21,5/2/2024 11:00,Fighter F,16398,00:12:17,737,Kandhamal Live Flights
66D0D84C-57AB-8ADC-3AF5-4492785ED5B8,Flight 2024-05-02 15:44:11 KLF1993L01,5/2/2024 15:44,15:44:11,5/2/2024 16:00,5/2/2024 10:14,10:14:11,5/2/2024 10:30,Fighter F,15573,00:16:14,974,Kandhamal Live Flights
07B8A0DC-C278-911F-A1CC-376550D37359,Flight 2024-05-02 15:29:22,5/2/2024 15:29,15:29:22,5/2/2024 15:30,5/2/2024 09:59,09:59:22,5/2/2024 10:00,Fighter D,40,00:01:06,66,Fighter D
D843F827-2F27-FAC4-5A71-3F844BEABA55,Flight 2024-05-02 15:28:16,5/2/2024 15:28,15:28:16,5/2/2024 15:29,5/2/2024 09:58,09:58:16,5/2/2024 09:59,Fighter D,16,00:01:00,60,Fighter D
0844EFC9-4268-63F0-CA07-0D06514CF081,Flight 2024-05-02 15:19:38,5/2/2024 15:19,15:19:38,5/2/2024 15:21,5/2/2024 09:49,09:49:38,5/2/2024 09:51,Fighter D,32,00:01:36,96,Fighter D
1ED8AC3C-3FC6-EA56-68D2-36F0D175A4FF,Flight 2024-05-02 14:53:16 KLF1992L02,5/2/2024 14:53,14:53:16,5/2/2024 15:18,5/2/2024 09:23,09:23:16,5/2/2024 09:48,Fighter F,23108,00:24:55,1495,Kandhamal Live Flights
FABAACAA-CE80-0003-6127-CD5776E70BE5,Flight 2024-05-02 14:07:34 KLF1992L01,5/2/2024 14:07,14:07:34,5/2/2024 14:23,5/2/2024 08:37,08:37:34,5/2/2024 08:53,Fighter F,22741,00:15:54,954,Kandhamal Live Flights
D4EE9798-99F8-61C1-3122-E3F032FF77D8,Flight 2024-05-02 13:19:04 KTF1990L01,5/2/2024 13:19,13:19:04,5/2/2024 14:08,5/2/2024 07:49,07:49:04,5/2/2024 08:38,Aeroswift AS04,70288,00:49:38,2978,Kandhamal Test Flights
20E27DDB-D2D8-CF45-A2FA-3ECC618DACFA,Flight 2024-05-02 13:11:18 KLF1991L02,5/2/2024 13:11,13:11:18,5/2/2024 13:26,5/2/2024 07:41,07:41:18,5/2/2024 07:56,Fighter F,15608,00:14:46,886,Kandhamal Live Flights
07AA341C-F400-AD13-A924-E7C2CC815668,Flight 2024-05-02 12:43:06 KLF1991L01,5/2/2024 12:43,12:43:06,5/2/2024 12:58,5/2/2024 07:13,07:13:06,5/2/2024 07:28,Fighter F,17885,00:15:19,919,Kandhamal Live Flights
D627764C-F80C-C328-7C82-0960E56CEF35,Flight 2024-05-02 11:46:31 KLF1989L01,5/2/2024 11:46,11:46:31,5/2/2024 12:20,5/2/2024 06:16,06:16:31,5/2/2024 06:50,Fighter F,36510,00:33:51,2031,Kandhamal Live Flights
B6F7A1F3-7602-2101-67CC-203EE4D5E2B4,Flight 2024-05-02 10:07:02 KLF1988L01,5/2/2024 10:07,10:07:02,5/2/2024 10:46,5/2/2024 04:37,04:37:02,5/2/2024 05:16,Fighter F,47257,00:39:46,2386,Kandhamal Live Flights
E6013738-9EA2-08AF-29F7-0DCB69C26FD0,Flight 2024-05-01 18:14:48 KLF1987L01,5/1/2024 18:14,18:14:48,5/1/2024 18:44,5/1/2024 12:44,12:44:48,5/1/2024 13:14,Fighter F,47184,00:29:47,1787,Kandhamal Live Flights
3EA62733-BAA9-6F75-69A6-EC79A5EB29FD,Flight 2024-05-01 18:11:50 KTF1986L01,5/1/2024 18:11,18:11:50,5/1/2024 19:07,5/1/2024 12:41,12:41:50,5/1/2024 13:37,Aeroswift AS04,78958,00:55:25,3325,Kandhamal Test Flights
813A25B8-C52F-79B8-0C63-1E0205EAC2AB,Flight 2024-05-01 17:23:38 KLF1985L01,5/1/2024 17:23,17:23:38,5/1/2024 17:49,5/1/2024 11:53,11:53:38,5/1/2024 12:19,Fighter F,39388,00:25:58,1558,Kandhamal Live Flights
0205D4ED-75C8-D498-0452-4C773734FC8C,Flight 2024-05-01 16:37:24 KLF1984L02,5/1/2024 16:37,16:37:24,5/1/2024 16:52,5/1/2024 11:07,11:07:24,5/1/2024 11:22,Fighter F,15618,00:14:58,898,Kandhamal Live Flights
A1743FB9-BEDA-B23D-AE40-66D9670E26BD,Flight 2024-05-01 16:00:06 KLF1984L01,5/1/2024 16:00,16:00:06,5/1/2024 16:14,5/1/2024 10:30,10:30:06,5/1/2024 10:44,Fighter F,17894,00:14:49,889,Kandhamal Live Flights
B324AF4E-02B0-C10A-6228-B6C77C2A1548,Flight 2024-05-01 14:26:43 KLF1982L02,5/1/2024 14:26,14:26:43,5/1/2024 14:52,5/1/2024 08:56,08:56:43,5/1/2024 09:22,Fighter F,24860,00:26:14,1574,Kandhamal Live Flights
C9B31FE4-0774-05BB-77C6-9621F81270DB,Flight 2024-05-01 14:02:13 KTF1983L01,5/1/2024 14:02,14:02:13,5/1/2024 14:57,5/1/2024 08:32,08:32:13,5/1/2024 09:27,Aeroswift AS04,76038,00:55:31,3331,Kandhamal Test Flights
BB8EDA4B-0492-2ACF-75D4-94E8C1442FE6,Flight 2024-05-01 13:46:35 KLF1982L01,5/1/2024 13:46,13:46:35,5/1/2024 14:02,5/1/2024 08:16,08:16:35,5/1/2024 08:32,Fighter F,22731,00:15:52,952,Kandhamal Live Flights
D7962379-E08B-0B4D-B747-62393722C67A,Flight 2024-05-01 12:39:17 KLF1981L02,5/1/2024 12:39,12:39:17,5/1/2024 12:54,5/1/2024 07:09,07:09:17,5/1/2024 07:24,Fighter F,17168,00:14:45,885,Kandhamal Live Flights
AC76CD18-3261-266F-88C4-265F501512D9,Flight 2024-05-01 12:11:12 KLF1981L01,5/1/2024 12:11,12:11:12,5/1/2024 12:26,5/1/2024 06:41,06:41:12,5/1/2024 06:56,Fighter F,15885,00:15:03,903,Kandhamal Live Flights
A959DD85-E613-20D7-E6B0-796C4FC5AF94,Flight 2024-05-01 10:55:23 KLF1980L01,5/1/2024 10:55,10:55:23,5/1/2024 11:28,5/1/2024 05:25,05:25:23,5/1/2024 05:58,Fighter F,35688,00:33:29,2009,Kandhamal Live Flights
